slide_id_from_zero	course_name	start_timestamp	end_timestamp	transcript_id	aoi_id	aoi_upper_left_x	aoi_upper_left_y	aoi_lower_right_x	aoi_lower_right_y	aoi_center_x	aoi_center_y	aoi_content
1	1.0	47.02	52.52	5.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	47.02	52.52	5.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	47.02	52.52	5.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	47.02	52.52	5.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	47.02	52.52	5.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	47.02	52.52	5.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	47.02	52.52	5.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	47.02	52.52	5.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	47.02	52.52	5.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	47.02	52.52	5.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	52.52	65.25	6.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	52.52	65.25	6.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	52.52	65.25	6.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	52.52	65.25	6.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	52.52	65.25	6.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	52.52	65.25	6.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	52.52	65.25	6.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	52.52	65.25	6.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	52.52	65.25	6.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	52.52	65.25	6.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	52.52	65.25	6.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	52.52	65.25	6.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	65.25	70.869	7.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	65.25	70.869	7.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	65.25	70.869	7.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	65.25	70.869	7.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	65.25	70.869	7.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	65.25	70.869	7.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	65.25	70.869	7.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	65.25	70.869	7.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	65.25	70.869	7.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	65.25	70.869	7.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	65.25	70.869	7.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	65.25	70.869	7.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	70.869	76.2	8.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	70.869	76.2	8.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	70.869	76.2	8.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	70.869	76.2	8.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	70.869	76.2	8.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	70.869	76.2	8.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	70.869	76.2	8.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	70.869	76.2	8.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	70.869	76.2	8.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	70.869	76.2	8.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	70.869	76.2	8.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	70.869	76.2	8.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	76.2	81.1	9.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	76.2	81.1	9.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	76.2	81.1	9.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	76.2	81.1	9.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	76.2	81.1	9.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	76.2	81.1	9.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	76.2	81.1	9.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	76.2	81.1	9.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	76.2	81.1	9.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	76.2	81.1	9.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	76.2	81.1	9.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	76.2	81.1	9.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	81.1	89.299	10.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	81.1	89.299	10.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	81.1	89.299	10.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	81.1	89.299	10.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	81.1	89.299	10.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	81.1	89.299	10.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	81.1	89.299	10.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	81.1	89.299	10.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	81.1	89.299	10.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	81.1	89.299	10.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	81.1	89.299	10.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	81.1	89.299	10.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	89.299	95.53	11.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	89.299	95.53	11.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	89.299	95.53	11.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	89.299	95.53	11.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	89.299	95.53	11.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	89.299	95.53	11.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	89.299	95.53	11.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	89.299	95.53	11.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	89.299	95.53	11.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	89.299	95.53	11.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	89.299	95.53	11.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	89.299	95.53	11.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	95.53	103.4	12.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	95.53	103.4	12.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	95.53	103.4	12.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	95.53	103.4	12.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	95.53	103.4	12.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	95.53	103.4	12.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	95.53	103.4	12.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	95.53	103.4	12.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	95.53	103.4	12.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	95.53	103.4	12.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	95.53	103.4	12.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	95.53	103.4	12.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	103.4	110.41	13.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	103.4	110.41	13.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	103.4	110.41	13.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	103.4	110.41	13.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	103.4	110.41	13.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	103.4	110.41	13.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	103.4	110.41	13.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	103.4	110.41	13.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	103.4	110.41	13.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	103.4	110.41	13.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	103.4	110.41	13.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	103.4	110.41	13.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	110.41	115.75	14.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	110.41	115.75	14.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	110.41	115.75	14.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	110.41	115.75	14.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	110.41	115.75	14.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	110.41	115.75	14.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	110.41	115.75	14.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	110.41	115.75	14.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	110.41	115.75	14.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	110.41	115.75	14.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	110.41	115.75	14.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	110.41	115.75	14.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	115.75	125.899	15.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
1	1.0	115.75	125.899	15.0	2	0.11	0.294	0.264	0.572	0.187	0.4329999999999999	An arrow pointing to a picture of Alan Turing. 
1	1.0	115.75	125.899	15.0	3	0.098	0.617	0.253	0.798	0.1755	0.7075	A text block whose contents are: #1950s: Alan Turing suggests the possibility of a thinking machine#. 
1	1.0	115.75	125.899	15.0	4	0.262	0.601	0.43	0.9	0.346	0.7505	An arrow pointing to a picture, which shows that several AI experts are discussing in a conference in the first AI winter.
1	1.0	115.75	125.899	15.0	5	0.28	0.42	0.41	0.57	0.345	0.495	A text block whose contents are: #1970s:Difficulties in AI progress and the first AI winter. #.
1	1.0	115.75	125.899	15.0	6	0.42	0.29	0.584	0.576	0.502	0.4329999999999999	An arrow pointing to a picture, which shows the intelligence of AI.
1	1.0	115.75	125.899	15.0	7	0.44	0.61	0.57	0.83	0.505	0.72	A text block whose contents are: #1980s-1990s: Expert systems, followed by the second AI winter leading to SUCCESS!#.
1	1.0	115.75	125.899	15.0	8	0.58	0.603	0.74	0.9	0.6599999999999999	0.7515000000000001	An arrow pointing to a picture, which shows the more advanced intelligence of AI.
1	1.0	115.75	125.899	15.0	9	0.59	0.43	0.73	0.56	0.6599999999999999	0.495	A text block whose contents are: #1990s-2000s: The development of machine learning.#. 
1	1.0	115.75	125.899	15.0	10	0.74	0.29	0.9	0.58	0.8200000000000001	0.4349999999999999	An arrow pointing to a picture, which shows a chat robot and a boy are talking.
1	1.0	115.75	125.899	15.0	11	0.75	0.62	0.9	0.766	0.825	0.6930000000000001	A text block whose contents are: #2010s: Digital virtual assistants and chat boxes.#.
1	1.0	115.75	125.899	15.0	12	0.0822	0.577	0.922	0.61	0.5021	0.5934999999999999	A timeline axis symbol from left to right to show AI History.
1	1.0	125.899	135.9	16.0	1	0.047	0.07	0.68	0.228	0.3635	0.149	A title named #What is Artificial Intelligence# and a subtitle named #AI\'s Development History#. 
